Category,Round
"DUDE, YOU'RE A SONG!",Jeopardy!
ALWAYS SAY NEVER,Jeopardy!
L____O,Jeopardy!
AN ARTHUR BEE,Jeopardy!
THEN THERE'S MAUVE,Jeopardy!
ISLANDS,Double Jeopardy!
CALENDAR GIRLS,Double Jeopardy!
19th CENTURY SCRAPBOOK,Double Jeopardy!
POLITICAL TALK,Double Jeopardy!
BORN IN DUBLIN,Double Jeopardy!
"CALL ME A""LEX""",Double Jeopardy!
LITERATURE OF THE 1800s,Final Jeopardy!
SPORTS FACTS,Jeopardy!
BRAND-TASTIC,Jeopardy!
APT ANAGRAMS,Jeopardy!
A THOMAS GUIDE,Jeopardy!
IT'S AN L.A. THING,Jeopardy!
WHO'S ON FIRST?,Double Jeopardy!
NORSE MYTHOLOGY,Double Jeopardy!
GIVE THE BUCHAREST,Double Jeopardy!
IT'S ALL ABOUT ME,Double Jeopardy!
BARD BITS,Double Jeopardy!
"CROSSWORD CLUES ""R""",Double Jeopardy!
CIVIL WAR PEOPLE,Final Jeopardy!
NOTED EUROPEANS,Jeopardy!
AT THE MOVIES,Jeopardy!
THE HIGHEST-SCORING SCRABBLE WORD,Jeopardy!
AMERICAN COUNTIES,Jeopardy!
SATURDAY,Jeopardy!
"""NIGHT""",Jeopardy!
SHIPS,Double Jeopardy!
THE MUSICAL DR. IS IN,Double Jeopardy!
"LITERARY CROSSWORD CLUES ""L""",Double Jeopardy!
0.624305555555556,Double Jeopardy!
FROM THE FRENCH,Double Jeopardy!
SOCIOLOGY,Jeopardy!
THE STARTING INFIELD,Jeopardy!
DICTATORS & TYRANTS,Jeopardy!
THE ONION,Jeopardy!
WORLD AUTHORS,Jeopardy!
"CROSSWORD CLUES ""J""",Jeopardy!
BUSINESS LEADERS,Double Jeopardy!
RADIO,Double Jeopardy!
THAT'S ITALIAN!,Double Jeopardy!
REDUCED SHAKESPEARE,Double Jeopardy!
NEW WEAPONS,Double Jeopardy!
5-LETTER WORDS,Double Jeopardy!
SCIENTISTS,Final Jeopardy!
IT'S ONLY ROCK & ROLL,Jeopardy!
ALSO A TOOL,Jeopardy!
HABEAS CORPSES,Jeopardy!
"""IRA""",Jeopardy!
FINANCE,Jeopardy!
WAR MOVIES,Double Jeopardy!
HISTORIC BIRTH ANNOUNCEMENTS,Double Jeopardy!
THE RULE OF THIRDS,Double Jeopardy!
AFRICAN LANGUAGE LAB,Double Jeopardy!
LITERARY BEFORE & AFTER,Double Jeopardy!
THE BIG APPLE,Jeopardy!
COMPOSERS ON FILM,Jeopardy!
A SHAPELY CATEGORY,Jeopardy!
SALMON,Jeopardy!
CHANTED,Jeopardy!
"""EVE""NING",Jeopardy!
HISTORIC NAMES,Double Jeopardy!
WHAT A CHARACTER!,Double Jeopardy!
GEOLOGY,Double Jeopardy!
"HOME, SWEET HOME",Double Jeopardy!
NAME THE POET,Double Jeopardy!
"CROSSWORD CLUES ""B""",Double Jeopardy!
U.S. POLITICS,Final Jeopardy!
ASSASSINS,Jeopardy!
THE REEL STORY,Jeopardy!
SIGNS & SYMBOLS,Jeopardy!
GOVERNMENT,Jeopardy!
VISUALIZE,Jeopardy!
"WORLD ""P""s",Jeopardy!
EUROPE,Double Jeopardy!
MUSICALS OF THE '20s,Double Jeopardy!
NOVELS OF THE PAST,Double Jeopardy!
TRANSPLANTS,Double Jeopardy!
CITY OF BIRTH,Double Jeopardy!
"CROSSWORD CLUES ""K""",Double Jeopardy!
ARLINGTON'S TOMB OF UNKNOWNS,Final Jeopardy!
LUXEMBOURG,Jeopardy!
THE CINEMA,Jeopardy!
WHAT AM I HAVING?,Jeopardy!
Y-R,Jeopardy!
HAIR TODAY,Jeopardy!
GONE TOMORROW?,Jeopardy!
MAIN STREET U.S.A.,Double Jeopardy!
"""A""NCIENT GREEKS",Double Jeopardy!
FLOWERS,Double Jeopardy!
BRITISH INVENTIONS,Double Jeopardy!
BEFORE & AFTER,Double Jeopardy!
BOOK TITLES,Final Jeopardy!
U.S. PRESIDENTIAL NICKNAMES,Jeopardy!
BALLPARK FIGURES,Jeopardy!
WEDDINGS,Jeopardy!
NOVEL QUOTES,Jeopardy!
THREE CHEERS!,Jeopardy!
"GIVE ME AN ""A""!",Jeopardy!
RUBY,Double Jeopardy!
THE EMERALD ISLE,Double Jeopardy!
PEARLS OF WISDOM,Double Jeopardy!
CORAL REEF LIFE,Double Jeopardy!
"""DIAMOND""s IN THE ROUGH",Double Jeopardy!
WHAT A GEM!,Double Jeopardy!
HISTORIC ENGLISHMEN,Final Jeopardy!
AUTHORS,Jeopardy!
1987,Jeopardy!
SNACK ATTACK,Jeopardy!
FIRST LADIES' RHYME TIME,Jeopardy!
MUNICH,Double Jeopardy!
"""AI""",Double Jeopardy!
THE COLOR PURPLE,Double Jeopardy!
MINORITY REPORT,Double Jeopardy!
CLOSE ENCOUNTERS,Double Jeopardy!
SPIELBERG MOVIES,Double Jeopardy!
SHAKESPEAREAN TRAGEDY CHARACTERS,Final Jeopardy!
OPERA,Jeopardy!
A TOM CRUISE FILM FESTIVAL,Jeopardy!
BODIES OF WATER,Jeopardy!
OCCUPATION HAZARDS,Jeopardy!
PLANT PARENTHOOD,Jeopardy!
PRESIDENTIAL RHYME TIME,Jeopardy!
THE ROYALS,Double Jeopardy!
THE TIGERS,Double Jeopardy!
THE GIANTS,Double Jeopardy!
THE REDS,Double Jeopardy!
"THE ""A""s",Double Jeopardy!
BASEBALL HISTORY,Double Jeopardy!
20th CENTURY NOTABLES,Final Jeopardy!
CINCO DE MAYO BIRTHDAYS,Jeopardy!
"SAME TITLE, DIFFERENT SONG",Jeopardy!
LOW TECH,Jeopardy!
POLITICIANS MAKE ME CUSS,Jeopardy!
"ALL ""AMERICAN""",Jeopardy!
SCIENTISTS,Double Jeopardy!
ELIZABETH TAYLOR FILMS,Double Jeopardy!
WHY SO BLUE?,Double Jeopardy!
JURY DUTY,Double Jeopardy!
WHEN IN ROME?,Double Jeopardy!
WORLD LEADERS,Final Jeopardy!
I HAVE A PREPOSITION FOR YOU,Jeopardy!
2011 MOVIES,Jeopardy!
GOING TO PIECES,Jeopardy!
GROUP COUNTDOWN,Jeopardy!
THE LAST BATTLE,Jeopardy!
THE NOBEL PEACE PRIZE,Jeopardy!
WHO'S AFRAID OF VIRGINIA WOOLF?,Double Jeopardy!
CARBON CREDITS,Double Jeopardy!
THEIR 4th TOP 40 HIT OF THE '60s,Double Jeopardy!
19th CENTURY PRESIDENTS,Double Jeopardy!
IT CAME FROM THE NEW WORLD,Double Jeopardy!
TRANSLATION EXERCISES,Double Jeopardy!
COUNTRIES' HIGHEST PEAKS,Final Jeopardy!
SNL CELEBRITY JEOPARDY!,Jeopardy!
STATES THAT END IN HAMPSHIRE,Jeopardy!
WHAT COLOR IS GREEN?,Jeopardy!
CURRENT BLACK PRESIDENTS,Jeopardy!
SOUNDS THAT KITTIES MAKE,Jeopardy!
TWINKLE TWINKLE LITTLE WORD THAT RHYMES WITH STAR,Jeopardy!
WORDS OF LOVE,Double Jeopardy!
NEEDY NO.1 HITMAKERS,Double Jeopardy!
FRUIT,Double Jeopardy!
ENDS WITH 3 VOWELS,Double Jeopardy!
DON'T BE A PAIN,Double Jeopardy!
A JOURNEY THROUGH ISRAEL,Double Jeopardy!
ODD TITLES,Final Jeopardy!
STATES' FORMER CAPITALS,Jeopardy!
NBA HALL OF FAMERS,Jeopardy!
SECRET MENUS,Jeopardy!
DIED ON THE SAME DAY,Jeopardy!
"LET'S CALL TRIPLE ""A""",Jeopardy!
STRING THEORY 101,Jeopardy!
LIBRARIES,Double Jeopardy!
THE HOUND OF MUSIC,Double Jeopardy!
PLAY ADJECTIVES,Double Jeopardy!
JERSEY GIRLS,Double Jeopardy!
RUSSIAN,Double Jeopardy!
STRING THEORY 201,Double Jeopardy!
PRISONS,Final Jeopardy!
RUSSIA,Jeopardy!
ACTORS & ACTRESSES,Jeopardy!
BIOGRAPHIES,Jeopardy!
BUSINESS,Jeopardy!
CLASSICAL COMPOSERS,Jeopardy!
PROVERBS,Jeopardy!
THE SUPREME COURT,Double Jeopardy!
POETRY,Double Jeopardy!
ODDS & ENDS,Double Jeopardy!
RIVERS,Final Jeopardy!
SCIENCE & NATURE,Jeopardy!
"RUN, RUN, RUN",Jeopardy!
MILITARY SLANG,Jeopardy!
SCULPTURE,Jeopardy!
BUSINESS BUDDIES,Jeopardy!
COMMON SIMILES,Jeopardy!
WORLD CAPITALS,Double Jeopardy!
LYRICS FROM MUSICALS,Double Jeopardy!
THE NEW YORK TIMES 2009 FICTION BESTSELLERS,Double Jeopardy!
THE NEWSEUM,Double Jeopardy!
PAPAL NAMES,Double Jeopardy!
"""PH""UN WORDS",Double Jeopardy!
COMPOSERS,Final Jeopardy!
THE VIRTUES,Jeopardy!
"""L.B.""s",Jeopardy!
SPORTS HOME CITIES,Jeopardy!
JUBAL EARLY,Jeopardy!
WORMS,Jeopardy!
STATES OF THE UNION,Double Jeopardy!
MUD,Double Jeopardy!
"""T"" TIME AT THE LIBRARY",Double Jeopardy!
JULIA ROBERTS FILM FEST,Double Jeopardy!
WOMEN'S HEALTH,Double Jeopardy!
DOUBLE LETTERS,Double Jeopardy!
20th CENTURY U.S. PRESIDENTS,Final Jeopardy!
LANGUAGES,Jeopardy!
MAD,Jeopardy!
WHO IS THEON OF SMYRNA?,Jeopardy!
"""LESS"" IS MORE",Jeopardy!
"VEGAS, BABY",Jeopardy!
THE BLUE ANGELS,Double Jeopardy!
TONY-WINNING COMPOSERS,Double Jeopardy!
SPEECH! SPEECH!,Double Jeopardy!
FEDERAL AID PROGRAMS,Double Jeopardy!
"""A"" PLUS",Double Jeopardy!
ALL GOD'S CREATURES,Final Jeopardy!
"""B"" IN GEOGRAPHY",Jeopardy!
YOU'RE AN ANIMAL!,Jeopardy!
WORLD HISTORY,Jeopardy!
FAIRY TALE FEMMES,Jeopardy!
ANAGRAMMED STATE CAPITALS,Jeopardy!
TOM JONES,Jeopardy!
PARISIANS,Double Jeopardy!
SHAKESPEAREAN OPERAS,Double Jeopardy!
WORD & PHRASE ORIGINS,Double Jeopardy!
FILM FACTS,Double Jeopardy!
TOM JONES,Double Jeopardy!
1950s ACHIEVEMENTS,Final Jeopardy!
U.N. SECRETARIES-GENERAL,Jeopardy!
SONGS,Jeopardy!
THE NEW CAR LOT,Jeopardy!
"""TU""",Jeopardy!
MANY IRONS,Jeopardy!
IN THE FIRE,Jeopardy!
AWARDS,Double Jeopardy!
THE MOVIES,Double Jeopardy!
RELIGION BY THE NUMBERS,Double Jeopardy!
THEIR COUNTRY'S LAST MONARCH,Double Jeopardy!
ANIMAL GROUPS,Double Jeopardy!
IN THE BOOKSTORE,Final Jeopardy!
WORLD GEOGRAPHY,Jeopardy!
WOMEN'S FASHION,Jeopardy!
"STARTS WITH ""B""",Jeopardy!
CELEBRITY RELATIVES,Jeopardy!
SPORTS TRIVIA,Jeopardy!
SAY CHEESE,Jeopardy!
EXPLORERS,Double Jeopardy!
THE HUMAN BODY,Double Jeopardy!
AMERICAN LITERATURE,Double Jeopardy!
THE PLANETS,Double Jeopardy!
ANTIQUES,Double Jeopardy!
SHAKESPEAREAN TITLE CHARACTERS,Final Jeopardy!
THE REVOLUTIONARY WAR,Jeopardy!
GAME SHOWS,Jeopardy!
THE ENVIRONMENT,Jeopardy!
THE 50 STATES,Jeopardy!
PHRASES THAT SELL,Jeopardy!
"THE ""UNDER"" WORLD",Jeopardy!
THE EVOLUTIONARY WAR,Double Jeopardy!
WHEN THEY WERE TEENS,Double Jeopardy!
FAMOUS AMERICANS,Double Jeopardy!
GREEK MYTHOLOGY,Double Jeopardy!
YOU HAD TO EXPECT OPERA,Double Jeopardy!
LONG WORDS,Double Jeopardy!
THE WORLD OF ART,Final Jeopardy!
ART & ARTISTS,Jeopardy!
TRAVEL,Jeopardy!
CELEBRITIES' MIDDLE NAMES,Jeopardy!
CATHOLIC PRIESTS,Jeopardy!
TITLE 9,Jeopardy!
"COME ""IN""",Jeopardy!
WANT ADS,Double Jeopardy!
"GO ""SOUTH""",Double Jeopardy!
I KNOW THAT WORD BACKWARDS & FORWARDS,Double Jeopardy!
MESOPOTAMIA,Double Jeopardy!
THE DE NIRO CODE,Double Jeopardy!
AT THE CLEVELAND CLINIC,Double Jeopardy!
FOOD ETYMOLOGY,Final Jeopardy!
EDGAR ALLAN POE-POURRI,Jeopardy!
HOP ON POP CULTURE,Jeopardy!
RINGING THE OPENING BELL AT THE NYSE,Jeopardy!
"NEBRASKA, NEW YORK OR NORTH DAKOTA",Jeopardy!
MOTHER GOOSE,Jeopardy!
"DEPARTMENT ""S""",Jeopardy!
STATE FISH,Double Jeopardy!
MOVIES BY ROLES,Double Jeopardy!
I'M HUNGRY!,Double Jeopardy!
"""V"" HAVE MAPS",Double Jeopardy!
SLEEP,Double Jeopardy!
U.S. CITIES,Jeopardy!
PRESIDENTS' MONOGRAMS,Jeopardy!
SOME MORE SIMIAN CINEMA,Jeopardy!
TRUE LIVES,Jeopardy!
HAMMERS,Jeopardy!
MYTHOLOGY,Double Jeopardy!
ITALIAN ART,Double Jeopardy!
FOLKIES,Double Jeopardy!
DAYS,Double Jeopardy!
KNIGHTS,Double Jeopardy!
GOING DUTCH,Double Jeopardy!
BRAND NAMES,Final Jeopardy!
THE MISFITS,Jeopardy!
ALL MY SONS,Jeopardy!
THE CRUCIBLE,Jeopardy!
"""DEATH""",Jeopardy!
OF A SALESMAN,Jeopardy!
ARTHUR MILLER,Jeopardy!
PSYCHOLOGY,Double Jeopardy!
ON THE BIG SCREEN,Double Jeopardy!
MAKING PIANOS AT STEINWAY,Double Jeopardy!
GET YOUR FACTS STRAIGHT,Double Jeopardy!
"COUNTRIES THAT END IN ""O""",Double Jeopardy!
4-LETTER VERBS,Double Jeopardy!
AUTHORS,Final Jeopardy!
NAME THE WORK,Jeopardy!
HEISMAN WINNERS,Jeopardy!
I WANT TO RIDE THAT!,Jeopardy!
A HORSE IS A HORSE,Jeopardy!
THE FORTUNE 500,Jeopardy!
RHYMES WITH TRACK,Jeopardy!
WE SHALL REMAIN: GERONIMO,Double Jeopardy!
"TAYLOR, SWIFT",Double Jeopardy!
PLANT LIFE,Double Jeopardy!
TIME TO CONVERT,Double Jeopardy!
"""V"" IS FOR",Double Jeopardy!
HOW TO BE A BAD SPORT,Jeopardy!
BRAND NAMES,Jeopardy!
THE 20th CENTURY,Jeopardy!
CLASSIC STAR TREK,Jeopardy!
RHYMES WITH TEEN,Jeopardy!
COLLEGE FOOTBALL,Double Jeopardy!
TEENS OF THE PAST,Double Jeopardy!
OPERA & BALLET,Double Jeopardy!
AUTHOR! AUTHOR!,Double Jeopardy!
"""KNIFE"", ""FORK"" OR ""SPOON""",Double Jeopardy!
GEORGE WASHINGTON,Jeopardy!
NO. 1 ALBUMS,Jeopardy!
THE NEW TESTAMENT,Jeopardy!
OLYMPIC POTPOURRI,Jeopardy!
FOREIGN CURRENCY,Jeopardy!
WORDS WITHIN WORDS,Jeopardy!
BEING THOREAU,Double Jeopardy!
OFF WITH THEIR HEADS!,Double Jeopardy!
ASIAN NATIONS,Double Jeopardy!
DICE ROLL NICKNAMES,Double Jeopardy!
YOUNG WOMEN OF TODAY,Double Jeopardy!
ACRONYM EXCITEMENT!,Double Jeopardy!
WORLD CITIES,Final Jeopardy!
IRAQNOPHOBIA,Jeopardy!
"ORDINAL NUMBER, PLEASE",Jeopardy!
WHAT AILS YOU?,Jeopardy!
1957,Double Jeopardy!
REALLY BIG,Double Jeopardy!
SHOES,Double Jeopardy!
POLITICIANS,Double Jeopardy!
MUSICAL THEATRE,Double Jeopardy!
19TH CENTURY FICTION,Final Jeopardy!
ROCKS & MINERALS,Jeopardy!
DOUBLE DOUBLE LETTERS,Jeopardy!
SHAKESPEARE,Jeopardy!
MS.,Jeopardy!
SODA POP QUIZ,Jeopardy!
HOLLYWOOD DOGS,Jeopardy!
POLITICAL SLOGANS,Double Jeopardy!
TREES,Double Jeopardy!
RODGERS & HAMMERSTEIN,Double Jeopardy!
BRITISH HISTORY,Double Jeopardy!
HOLIDAYS,Double Jeopardy!
“SAINTS”,Double Jeopardy!
BIOLOGY,Final Jeopardy!
BOY MEETS WORLD,Jeopardy!
WHO'S THE BOSS,Jeopardy!
SEAQUEST,Jeopardy!
EVERYBODY LOVES RAY,Jeopardy!
MARRIED WITH CHILDREN,Jeopardy!
"PARTY OF ""FIVE""",Jeopardy!
THE HAYES YEARS,Double Jeopardy!
THE FILM VAULT,Double Jeopardy!
THAT'S MY LAW,Double Jeopardy!
GOULASH,Double Jeopardy!
19th CENTURY LITERATURE,Double Jeopardy!
ACTORS' RHYME TIME,Double Jeopardy!
SISTER CITIES,Final Jeopardy!
TOP O' THE CHARTS,Jeopardy!
ALSO A VEGAS CASINO,Jeopardy!
YOUNG ABE LINCOLN,Jeopardy!
COMPANIES,Jeopardy!
A CONTRADICTION IN TERMS,Jeopardy!
THE ONION HEADLINES FROM THE YEAR 2056,Jeopardy!
HITCHCOCK,Double Jeopardy!
CHAD IS RAD,Double Jeopardy!
"IT'S A ""SIN""",Double Jeopardy!
TAKE-OFFS,Double Jeopardy!
LANDINGS,Double Jeopardy!
ANIMAL TRACKS,Double Jeopardy!
20th CENTURY NOVELS,Final Jeopardy!
PRINCETON,Jeopardy!
THE FUNNIES,Jeopardy!
JUST DESSERTS,Jeopardy!
FAMOUS LLOYDS,Jeopardy!
BRIDGES,Jeopardy!
THE 14th CENTURY,Double Jeopardy!
OPERA SINGERS,Double Jeopardy!
POLITICS,Double Jeopardy!
PHYSICS,Double Jeopardy!
AFRICAN AMERICANS,Final Jeopardy!
WORLD HODGEPODGE,Jeopardy!
NEW YORK TIMES HEADLINES,Jeopardy!
ENGINEERING,Jeopardy!
BETTER KNOWN AS...,Jeopardy!
THE LAST MAN,Jeopardy!
"""TRI"" HARDER",Jeopardy!
HISTORIC QUOTES,Double Jeopardy!
DRAMA,Double Jeopardy!
LOBBYISTS,Double Jeopardy!
A PRAIRIE PRIMER,Double Jeopardy!
FRANCES FARMER,Double Jeopardy!
FEELING POSSESSIVE,Double Jeopardy!
TV CHARACTERS,Final Jeopardy!
THE AUTO MAN EMPIRE,Jeopardy!
THE FILM THAT ALMOST WAS,Jeopardy!
SPACE MISSIONS,Jeopardy!
BUSY AS A BEAVER,Jeopardy!
DECADES OF BESTSELLERS,Jeopardy!
"SKIP TO MY ""LOO""",Jeopardy!
THE OTTOMAN EMPIRE,Double Jeopardy!
MUSICAL PRIME NUMBERS,Double Jeopardy!
PHILOSOPHY GLOSSARY,Double Jeopardy!
EDIBLES INSTANT REPLAY REVIEW,Double Jeopardy!
X MARKS THE SPOT,Double Jeopardy!
AskOxford.com,Double Jeopardy!
SAINTHOOD,Final Jeopardy!
DANGER IN WONDERLAND,Jeopardy!
THAT'S HANDY,Jeopardy!
SPOILER ALERT!,Jeopardy!
OFFICIAL LANGUAGES,Jeopardy!
WORKING ON THE RAILROAD,Jeopardy!
"BEGINS & ENDS WITH ""O""",Jeopardy!
THE NEW YORK TIMES THEATER,Double Jeopardy!
DESCRIBING THE NO. 1 SONG,Double Jeopardy!
I COULD USE SOME SELF-HELP!,Double Jeopardy!
SCRAMBLED EGGS?,Double Jeopardy!
AMERICANS IN PARIS,Double Jeopardy!
"CROSSWORD CLUES ""Q""",Double Jeopardy!
AMERICAN LITERATURE,Final Jeopardy!
IT'S EXTINCT,Jeopardy!
ACTORS & THEIR ROLES,Jeopardy!
TECHNOLOGY,Jeopardy!
TAIWAN,Jeopardy!
ETIQUETTE,Jeopardy!
SIMILES,Jeopardy!
BIOLOGY,Double Jeopardy!
FRUITS & VEGETABLES,Double Jeopardy!
AMERICAN INDIANS,Double Jeopardy!
NOVELISTS,Double Jeopardy!
U.S. RIVERS,Final Jeopardy!
MUSICAL THEATRE,Jeopardy!
1988,Jeopardy!
FOOD,Jeopardy!
HEALTH & MEDICINE,Jeopardy!
"CROSSWORD CLUES ""E""",Jeopardy!
ANCIENT HISTORY,Double Jeopardy!
SAINTS,Double Jeopardy!
FLEETS,Double Jeopardy!
CLOTHING,Double Jeopardy!
NAMES IN THE NEWS,Final Jeopardy!
SOUND LIKE A LOCAL,Jeopardy!
BROADWAY LYRICS,Jeopardy!
WHAM-O,Jeopardy!
LITERARY BADDIES,Jeopardy!
STATE BIRDS,Jeopardy!
BEFORE & AFTER,Jeopardy!
WOLVERINE,Double Jeopardy!
STORM,Double Jeopardy!
MAGNETO,Double Jeopardy!
ROGUE,Double Jeopardy!
COLOSSUS,Double Jeopardy!
"""X""-MEN",Double Jeopardy!
EXPLORERS,Final Jeopardy!
FRENCH ART & ARTISTS,Jeopardy!
BOGIE MEN,Jeopardy!
ANNIVERSARY GIFTS,Jeopardy!
"TELL ME ""Y""",Jeopardy!
LOST,Jeopardy!
FOUND,Jeopardy!
CANADIAN CAPITALS,Double Jeopardy!
SENIOR SENATORS,Double Jeopardy!
1800,Double Jeopardy!
THAT OLD TIME NEW WAVE MUSIC,Double Jeopardy!
LITERARY LAST NAME'S THE SAME,Double Jeopardy!
FROM THE WELSH,Double Jeopardy!
TELEVISION HISTORY,Final Jeopardy!
LARRY KING'S PUBLIC FIGURES,Jeopardy!
DRIVING,Jeopardy!
MICHAEL JACKSON HITS IN OTHER WORDS,Jeopardy!
20th CENTURY BALLET,Jeopardy!
EXPORTS,Jeopardy!
FAMILIAR PHRASES,Jeopardy!
OOH... A WISE GUY,Double Jeopardy!
WONDER DRUGS,Double Jeopardy!
DON'T MESS WITH SICILY,Double Jeopardy!
DIRECTED BUT DID NOT STAR,Double Jeopardy!
PRESIDENTIAL FINAL MOMENTS,Double Jeopardy!
LONG GERMAN WORDS,Double Jeopardy!
FAMOUS PEOPLE,Final Jeopardy!
FAMOUS AMERICANS,Jeopardy!
FEMALE ATHLETES,Jeopardy!
WEBSITES,Jeopardy!
___ OG,Jeopardy!
ENDLESS SUMER,Jeopardy!
VACATION FUN,Jeopardy!
COMIC & CARTOON CRITTERS,Double Jeopardy!
OFFICIAL STATE THINGS,Double Jeopardy!
ALL IN YOUR MIND,Double Jeopardy!
FIRST NAMES,Final Jeopardy!
THE NATIONAL PARK SYSTEM,Jeopardy!
OSCAR WINNERS & NOMINEES ON TV,Jeopardy!
ALLUSIONAL THINKING,Jeopardy!
WORD PLAY,Jeopardy!
47,Jeopardy!
SAME FIRST & LAST LETTER,Jeopardy!
CODES,Double Jeopardy!
FACTS & FIGURES,Double Jeopardy!
THE '30s WEREN'T ALL DEPRESSING,Double Jeopardy!
...& THE HORSE YOU RODE IN ON!,Double Jeopardy!
"OH, BEE GEE",Double Jeopardy!
"""YN""",Double Jeopardy!
THE PARTS OF SPEECH,Final Jeopardy!
"LOCATION, LOCATION, LOCATION",Jeopardy!
HORSE & RIDER,Jeopardy!
SLOGANEERING,Jeopardy!
FIRST LADIES,Jeopardy!
PRIME NUMBERS,Jeopardy!
DEMOCRATIC KEYNOTERS,Double Jeopardy!
THE ASPCA,Double Jeopardy!
ON BROADWAY: 1970,Double Jeopardy!
BOTANY,Double Jeopardy!
"I HAVEN'T READ SHAKESPEARE, BUT...",Double Jeopardy!
THE FUNNIES,Final Jeopardy!
ROLLING STONE'S 100 GREATEST GUITARISTS,Jeopardy!
THE LENIN CLOSET,Jeopardy!
POTPOURRI,Jeopardy!
MAGAZINES,Jeopardy!
ABBREVIATED,Jeopardy!
THE YEAR IN SPORTS,Double Jeopardy!
FAMOUS JACQUES,Double Jeopardy!
WORLD COINS,Double Jeopardy!
"""SIDE"" EFFECTS",Double Jeopardy!
FAMOUS FELINES,Final Jeopardy!
UNOFFICIAL STATE NICKNAMES,Jeopardy!
TV MOVIES,Jeopardy!
ARCHITECTURE,Jeopardy!
KIDDIE LIT,Jeopardy!
"ENDS WITH ""K""",Jeopardy!
PRESIDENTS,Double Jeopardy!
SORORITY WOMEN,Double Jeopardy!
WORLD HISTORY,Double Jeopardy!
INNS,Double Jeopardy!
OATS,Double Jeopardy!
WORD ORIGINS,Final Jeopardy!
IT BORDERS INDIA,Jeopardy!
CLASSIC ADS & JINGLES,Jeopardy!
OCCUPATIONS,Jeopardy!
& CROWN THY GOOD,Jeopardy!
WITH BROTHERHOOD,Jeopardy!
FROM T TO SHINING T,Jeopardy!
RUSSIAN LITERATURE,Double Jeopardy!
"CINEMA OF ""BLOOD""",Double Jeopardy!
SURVIVAL AT SEA,Double Jeopardy!
PARTS OF THE WHOLE,Double Jeopardy!
PARENT & CHILD NOBEL WINNERS,Double Jeopardy!
AMERICAN POLITICIANS,Final Jeopardy!
RUSSELING,Jeopardy!
"IT'S ""BIG""",Jeopardy!
KANSAS CITIES,Jeopardy!
MILITARY TELEVISION,Jeopardy!
THEM'S FIGHTIN' WORDS,Jeopardy!
LITERARY ALLUSIONS,Double Jeopardy!
CLIMBING,Double Jeopardy!
JUST PLANE GEOMETRY,Double Jeopardy!
THE DIRECTOR'S CHAIR,Double Jeopardy!
"IT ENDS WITH ""US""",Double Jeopardy!
INTERNATIONAL LANDMARKS,Final Jeopardy!
FDR,Jeopardy!
CNN,Jeopardy!
LSU,Jeopardy!
KFC,Jeopardy!
TBA,Jeopardy!
SRO,Jeopardy!
THE USA,Double Jeopardy!
THE CIA,Double Jeopardy!
THE ICU,Double Jeopardy!
"THE ""A"" ""B"" ""C""s",Double Jeopardy!
THE CAT,Double Jeopardy!
THE NBA,Double Jeopardy!
PEOPLE,Final Jeopardy!
LITERATURE,Jeopardy!
LET THE GAMES BEGIN,Jeopardy!
LANDMARK'S THE SPOT,Jeopardy!
THAT'S WHAT I LIKE ABOUT THE SOUTH,Jeopardy!
"INTO THE ""WOOD""s",Jeopardy!
BRANDO,Jeopardy!
NEWS ON THE MARCH,Double Jeopardy!
MUSIC/TELEVISION,Double Jeopardy!
TREES & SHRUBS,Double Jeopardy!
RHYME TIME FOOD & DRINK,Double Jeopardy!
LARCENY DELL'ARTE,Double Jeopardy!
BRAND-O,Double Jeopardy!
20th CENTURY THEATER,Final Jeopardy!
THE CONTINENTS,Jeopardy!
THE SUMMER OLYMPICS,Jeopardy!
OUT OF THIS WORLD,Jeopardy!
YOUR NEW CLASS SCHEDULE,Jeopardy!
AMERICANA,Jeopardy!
NOT A VERB,Jeopardy!
CHRISTOPHER COLUMBUS,Double Jeopardy!
MOVIE MUSIC,Double Jeopardy!
LITERATURE FOR KIDS,Double Jeopardy!
ANNUAL EVENTS,Double Jeopardy!
WHERE WORDS COME FROM,Double Jeopardy!
U.S. PRESIDENTS,Final Jeopardy!
4-LETTER CAPITALS,Jeopardy!
THE WOK OF FAME,Jeopardy!
"""CAL"" STATE",Jeopardy!
"DUKE, DUKE",Jeopardy!
GOOSE...MOTHER GOOSE,Jeopardy!
FURNITURE,Double Jeopardy!
HOMETOWNS,Double Jeopardy!
KILLER MUSICALS,Double Jeopardy!
Y1K,Double Jeopardy!
"""PIN"" ME",Double Jeopardy!
AMERICAN AUTHORS,Final Jeopardy!
PHYSICAL SCIENCE,Jeopardy!
GIRLS IN SONG,Jeopardy!
SEE THE USA,Jeopardy!
ANIMAL GROUPS,Jeopardy!
WEAPONS,Jeopardy!
THIS IS JEOPARDY!,Jeopardy!
HORS D'OEUVRES,Double Jeopardy!
THE HUSBAND MARRIED,Double Jeopardy!
SHAKESPEARE'S WOMEN,Double Jeopardy!
"STARTS WITH ""W""",Double Jeopardy!
"CZECH, PLEASE",Double Jeopardy!
SOUTH AMERICA,Final Jeopardy!
EXPLORERS,Jeopardy!
THE ENTERTAINMENT BUSINESS,Jeopardy!
FLOPS,Jeopardy!
"""PU""",Jeopardy!
RICH & FAMOUS,Jeopardy!
"""DOUBLE"" JEOPARDY",Double Jeopardy!
